waktu,stasiun,AOD
2025-07-31 11:00:00,Menteng,
2025-07-31 11:00:00,Jagakarsa,
2025-07-31 11:00:00,Jatinegara,
2025-07-31 11:00:00,Kelapa Gading Indah,
2025-07-31 12:00:00,Slipi,
2025-07-31 12:00:00,Menteng,
2025-07-31 12:00:00,Jagakarsa,
2025-07-31 12:00:00,Jatinegara,
2025-07-31 12:00:00,Kelapa Gading Indah,
2025-07-31 13:00:00,Slipi,
2025-07-31 13:00:00,Menteng,
2025-07-31 13:00:00,Jagakarsa,
2025-07-31 13:00:00,Jatinegara,
2025-07-31 13:00:00,Kelapa Gading Indah,
2025-07-31 14:00:00,Slipi,
2025-07-31 14:00:00,Menteng,
2025-07-31 14:00:00,Jagakarsa,
2025-07-31 14:00:00,Jatinegara,
2025-07-31 14:00:00,Kelapa Gading Indah,
2025-07-31 15:00:00,Slipi,
2025-07-31 15:00:00,Menteng,
2025-07-31 15:00:00,Jagakarsa,
2025-07-31 15:00:00,Jatinegara,
2025-07-31 15:00:00,Kelapa Gading Indah,
2025-07-31 16:00:00,Slipi,
2025-07-31 16:00:00,Menteng,
2025-07-31 16:00:00,Jagakarsa,
2025-07-31 16:00:00,Jatinegara,
2025-07-31 16:00:00,Kelapa Gading Indah,
2025-08-01 07:00:00,Slipi,
2025-08-01 07:00:00,Menteng,
2025-08-01 07:00:00,Jagakarsa,
2025-08-01 07:00:00,Jatinegara,
2025-08-01 07:00:00,Kelapa Gading Indah,
2025-08-01 08:00:00,Slipi,
2025-08-01 08:00:00,Menteng,
2025-08-01 08:00:00,Jagakarsa,
2025-08-01 08:00:00,Jatinegara,
2025-08-01 08:00:00,Kelapa Gading Indah,
2025-08-01 09:00:00,Slipi,
2025-08-01 09:00:00,Menteng,
2025-08-01 09:00:00,Jagakarsa,
2025-08-01 09:00:00,Jatinegara,
2025-08-01 09:00:00,Kelapa Gading Indah,
2025-08-01 10:00:00,Slipi,
2025-08-01 10:00:00,Menteng,
2025-08-01 10:00:00,Jagakarsa,
2025-08-01 10:00:00,Jatinegara,
2025-08-01 10:00:00,Kelapa Gading Indah,
2025-08-01 11:00:00,Slipi,
2025-08-01 11:00:00,Menteng,
2025-08-01 11:00:00,Jagakarsa,
2025-08-01 11:00:00,Jatinegara,
2025-08-01 11:00:00,Kelapa Gading Indah,
2025-08-01 12:00:00,Slipi,
2025-08-01 12:00:00,Menteng,
2025-08-01 12:00:00,Jagakarsa,
2025-08-01 12:00:00,Jatinegara,
2025-08-01 12:00:00,Kelapa Gading Indah,
2025-08-01 13:00:00,Slipi,
2025-08-01 13:00:00,Menteng,
2025-08-01 13:00:00,Jagakarsa,
2025-08-01 13:00:00,Jatinegara,
2025-08-01 13:00:00,Kelapa Gading Indah,
2025-08-01 14:00:00,Slipi,
2025-08-01 14:00:00,Menteng,
2025-08-01 14:00:00,Jagakarsa,
2025-08-01 14:00:00,Jatinegara,
2025-08-01 14:00:00,Kelapa Gading Indah,
2025-08-01 15:00:00,Slipi,
2025-08-01 15:00:00,Menteng,
2025-08-01 15:00:00,Jagakarsa,
2025-08-01 15:00:00,Jatinegara,
2025-08-01 15:00:00,Kelapa Gading Indah,
2025-08-01 16:00:00,Slipi,
2025-08-01 16:00:00,Menteng,
2025-08-01 16:00:00,Jagakarsa,
2025-08-01 16:00:00,Jatinegara,
2025-08-01 16:00:00,Kelapa Gading Indah,
2025-08-02 07:00:00,Slipi,
2025-08-02 07:00:00,Menteng,
2025-08-02 07:00:00,Jagakarsa,
2025-08-02 07:00:00,Jatinegara,
2025-08-02 07:00:00,Kelapa Gading Indah,
2025-08-02 08:00:00,Slipi,
2025-08-02 08:00:00,Menteng,
2025-08-02 08:00:00,Jagakarsa,
2025-08-02 08:00:00,Jatinegara,
2025-08-02 08:00:00,Kelapa Gading Indah,
2025-08-02 09:00:00,Slipi,
2025-08-02 09:00:00,Menteng,
2025-08-02 09:00:00,Jagakarsa,
2025-08-02 09:00:00,Jatinegara,
2025-08-02 09:00:00,Kelapa Gading Indah,
2025-08-02 10:00:00,Slipi,
2025-08-02 10:00:00,Menteng,
2025-08-02 10:00:00,Jagakarsa,
2025-08-02 10:00:00,Jatinegara,
2025-08-02 10:00:00,Kelapa Gading Indah,
2025-08-02 11:00:00,Slipi,
2025-08-02 11:00:00,Menteng,
2025-08-02 11:00:00,Jagakarsa,
2025-08-02 11:00:00,Jatinegara,
2025-08-02 11:00:00,Kelapa Gading Indah,
2025-08-02 12:00:00,Slipi,
2025-08-02 12:00:00,Menteng,
2025-08-02 12:00:00,Jagakarsa,
2025-08-02 12:00:00,Jatinegara,
2025-08-02 12:00:00,Kelapa Gading Indah,
2025-08-02 13:00:00,Slipi,
2025-08-02 13:00:00,Menteng,
2025-08-02 13:00:00,Jagakarsa,
2025-08-02 13:00:00,Jatinegara,
2025-08-02 13:00:00,Kelapa Gading Indah,
2025-08-02 14:00:00,Slipi,
2025-08-02 14:00:00,Menteng,
2025-08-02 14:00:00,Jagakarsa,
2025-08-02 14:00:00,Jatinegara,
2025-08-02 14:00:00,Kelapa Gading Indah,
2025-08-02 15:00:00,Slipi,
2025-08-02 15:00:00,Menteng,
2025-08-02 15:00:00,Jagakarsa,
2025-08-02 15:00:00,Jatinegara,
2025-08-02 15:00:00,Kelapa Gading Indah,
2025-08-02 16:00:00,Slipi,
2025-08-02 16:00:00,Menteng,
2025-08-02 16:00:00,Jagakarsa,
2025-08-02 16:00:00,Jatinegara,
2025-08-02 16:00:00,Kelapa Gading Indah,
2025-08-03 07:00:00,Slipi,
2025-08-03 07:00:00,Menteng,
2025-08-03 07:00:00,Jagakarsa,
2025-08-03 07:00:00,Jatinegara,
2025-08-03 07:00:00,Kelapa Gading Indah,
2025-08-03 08:00:00,Slipi,
2025-08-03 08:00:00,Menteng,
2025-08-03 08:00:00,Jagakarsa,
2025-08-03 08:00:00,Jatinegara,
2025-08-03 08:00:00,Kelapa Gading Indah,
2025-08-03 09:00:00,Slipi,
2025-08-03 09:00:00,Menteng,
2025-08-03 09:00:00,Jagakarsa,
2025-08-03 09:00:00,Jatinegara,
2025-08-03 09:00:00,Kelapa Gading Indah,
2025-08-03 10:00:00,Slipi,
2025-08-03 10:00:00,Menteng,
2025-08-03 10:00:00,Jagakarsa,
2025-08-03 10:00:00,Jatinegara,
2025-08-03 10:00:00,Kelapa Gading Indah,
2025-08-03 11:00:00,Slipi,
2025-08-03 11:00:00,Menteng,
2025-08-03 11:00:00,Jagakarsa,
2025-08-03 11:00:00,Jatinegara,
2025-08-03 11:00:00,Kelapa Gading Indah,
2025-08-03 12:00:00,Slipi,
2025-08-03 12:00:00,Menteng,
2025-08-03 12:00:00,Jagakarsa,
2025-08-03 12:00:00,Jatinegara,
2025-08-03 12:00:00,Kelapa Gading Indah,
2025-08-03 13:00:00,Slipi,
2025-08-03 13:00:00,Menteng,
2025-08-03 13:00:00,Jagakarsa,
2025-08-03 13:00:00,Jatinegara,
2025-08-03 13:00:00,Kelapa Gading Indah,
2025-08-03 14:00:00,Slipi,
2025-08-03 14:00:00,Menteng,
2025-08-03 14:00:00,Jagakarsa,
2025-08-03 14:00:00,Jatinegara,
2025-08-03 14:00:00,Kelapa Gading Indah,
2025-08-03 15:00:00,Slipi,
2025-08-03 15:00:00,Menteng,
2025-08-03 15:00:00,Jagakarsa,
2025-08-03 15:00:00,Jatinegara,
2025-08-03 15:00:00,Kelapa Gading Indah,
2025-08-03 16:00:00,Slipi,
2025-08-03 16:00:00,Menteng,
2025-08-03 16:00:00,Jagakarsa,
2025-08-03 16:00:00,Jatinegara,
2025-08-03 16:00:00,Kelapa Gading Indah,
2025-08-04 07:00:00,Slipi,
2025-08-04 07:00:00,Menteng,
2025-08-04 07:00:00,Jagakarsa,
2025-08-04 07:00:00,Jatinegara,
2025-08-04 07:00:00,Kelapa Gading Indah,
2025-08-04 08:00:00,Slipi,
2025-08-04 08:00:00,Menteng,
2025-08-04 08:00:00,Jagakarsa,
2025-08-04 08:00:00,Jatinegara,
2025-08-04 08:00:00,Kelapa Gading Indah,
2025-08-04 09:00:00,Slipi,
2025-08-04 09:00:00,Menteng,
2025-08-04 09:00:00,Jagakarsa,
2025-08-04 09:00:00,Jatinegara,
2025-08-04 09:00:00,Kelapa Gading Indah,
2025-08-04 10:00:00,Slipi,
2025-08-04 10:00:00,Menteng,
2025-08-04 10:00:00,Jagakarsa,
2025-08-04 10:00:00,Jatinegara,
2025-08-04 10:00:00,Kelapa Gading Indah,
2025-08-04 11:00:00,Slipi,
2025-08-04 11:00:00,Menteng,
2025-08-04 11:00:00,Jagakarsa,
2025-08-04 11:00:00,Jatinegara,
2025-08-04 11:00:00,Kelapa Gading Indah,
2025-08-04 12:00:00,Slipi,
2025-08-04 12:00:00,Menteng,
2025-08-04 12:00:00,Jagakarsa,
2025-08-04 12:00:00,Jatinegara,
2025-08-04 12:00:00,Kelapa Gading Indah,
2025-08-04 13:00:00,Slipi,
2025-08-04 13:00:00,Menteng,
2025-08-04 13:00:00,Jagakarsa,
2025-08-04 13:00:00,Jatinegara,
2025-08-04 13:00:00,Kelapa Gading Indah,
2025-08-04 14:00:00,Slipi,
2025-08-04 14:00:00,Menteng,
2025-08-04 14:00:00,Jagakarsa,
2025-08-04 14:00:00,Jatinegara,
2025-08-04 14:00:00,Kelapa Gading Indah,
2025-08-04 15:00:00,Slipi,
2025-08-04 15:00:00,Menteng,
2025-08-04 15:00:00,Jagakarsa,
2025-08-04 15:00:00,Jatinegara,
2025-08-04 15:00:00,Kelapa Gading Indah,
2025-08-04 16:00:00,Slipi,
2025-08-04 16:00:00,Menteng,
2025-08-04 16:00:00,Jagakarsa,
2025-08-04 16:00:00,Jatinegara,
2025-08-04 16:00:00,Kelapa Gading Indah,
2025-08-05 07:00:00,Slipi,
2025-08-05 07:00:00,Menteng,
2025-08-05 07:00:00,Jagakarsa,
2025-08-05 07:00:00,Jatinegara,
2025-08-05 07:00:00,Kelapa Gading Indah,
2025-08-05 08:00:00,Slipi,
2025-08-05 08:00:00,Menteng,
2025-08-05 08:00:00,Jagakarsa,
2025-08-05 08:00:00,Jatinegara,
2025-08-05 08:00:00,Kelapa Gading Indah,
2025-08-05 09:00:00,Slipi,
2025-08-05 09:00:00,Menteng,
2025-08-05 09:00:00,Jagakarsa,
2025-08-05 09:00:00,Jatinegara,
2025-08-05 09:00:00,Kelapa Gading Indah,
2025-08-05 10:00:00,Slipi,
2025-08-05 10:00:00,Menteng,
2025-08-05 10:00:00,Jagakarsa,
2025-08-05 10:00:00,Jatinegara,
2025-08-05 10:00:00,Kelapa Gading Indah,
2025-08-05 11:00:00,Slipi,
2025-08-05 11:00:00,Menteng,
2025-08-05 11:00:00,Jagakarsa,
2025-08-05 11:00:00,Jatinegara,
2025-08-05 11:00:00,Kelapa Gading Indah,
2025-08-05 12:00:00,Slipi,
2025-08-05 12:00:00,Menteng,
2025-08-05 12:00:00,Jagakarsa,
2025-08-05 12:00:00,Jatinegara,
2025-08-05 12:00:00,Kelapa Gading Indah,
2025-08-05 13:00:00,Slipi,
2025-08-05 13:00:00,Menteng,
2025-08-05 13:00:00,Jagakarsa,
2025-08-05 13:00:00,Jatinegara,
2025-08-05 13:00:00,Kelapa Gading Indah,
2025-08-05 14:00:00,Slipi,
2025-08-05 14:00:00,Menteng,
2025-08-05 14:00:00,Jagakarsa,
2025-08-05 14:00:00,Jatinegara,
2025-08-05 14:00:00,Kelapa Gading Indah,
2025-08-05 15:00:00,Slipi,
2025-08-05 15:00:00,Menteng,
2025-08-05 15:00:00,Jagakarsa,
2025-08-05 15:00:00,Jatinegara,
2025-08-05 15:00:00,Kelapa Gading Indah,
2025-08-05 16:00:00,Slipi,
2025-08-05 16:00:00,Menteng,
2025-08-05 16:00:00,Jagakarsa,
2025-08-05 16:00:00,Jatinegara,
2025-08-05 16:00:00,Kelapa Gading Indah,
2025-08-06 07:00:00,Slipi,
2025-08-06 07:00:00,Menteng,
2025-08-06 07:00:00,Jagakarsa,
2025-08-06 07:00:00,Jatinegara,
2025-08-06 07:00:00,Kelapa Gading Indah,
2025-08-06 08:00:00,Slipi,
2025-08-06 08:00:00,Menteng,
2025-08-06 08:00:00,Jagakarsa,
2025-08-06 08:00:00,Jatinegara,
2025-08-06 08:00:00,Kelapa Gading Indah,
2025-08-06 09:00:00,Slipi,
2025-08-06 09:00:00,Menteng,
2025-08-06 09:00:00,Jagakarsa,
2025-08-06 09:00:00,Jatinegara,
2025-08-06 09:00:00,Kelapa Gading Indah,
2025-08-06 10:00:00,Slipi,
2025-08-06 10:00:00,Menteng,
2025-08-06 10:00:00,Jagakarsa,
2025-08-06 10:00:00,Jatinegara,
2025-08-06 10:00:00,Kelapa Gading Indah,
2025-08-06 11:00:00,Slipi,
2025-08-06 11:00:00,Menteng,
2025-08-06 11:00:00,Jagakarsa,
2025-08-06 11:00:00,Jatinegara,
2025-08-06 11:00:00,Kelapa Gading Indah,
2025-08-06 12:00:00,Slipi,
2025-08-06 12:00:00,Menteng,
2025-08-06 12:00:00,Jagakarsa,
2025-08-06 12:00:00,Jatinegara,
2025-08-06 12:00:00,Kelapa Gading Indah,
2025-08-06 13:00:00,Slipi,
2025-08-06 13:00:00,Menteng,
2025-08-06 13:00:00,Jagakarsa,
2025-08-06 13:00:00,Jatinegara,
2025-08-06 13:00:00,Kelapa Gading Indah,
2025-08-06 14:00:00,Slipi,
2025-08-06 14:00:00,Menteng,
2025-08-06 14:00:00,Jagakarsa,
2025-08-06 14:00:00,Jatinegara,
2025-08-06 14:00:00,Kelapa Gading Indah,
2025-08-06 15:00:00,Slipi,
2025-08-06 15:00:00,Menteng,
2025-08-06 15:00:00,Jagakarsa,
2025-08-06 15:00:00,Jatinegara,
2025-08-06 15:00:00,Kelapa Gading Indah,
2025-08-06 16:00:00,Slipi,
2025-08-06 16:00:00,Menteng,
2025-08-06 16:00:00,Jagakarsa,
2025-08-06 16:00:00,Jatinegara,
2025-08-06 16:00:00,Kelapa Gading Indah,
2025-08-07 07:00:00,Slipi,
2025-08-07 07:00:00,Menteng,
2025-08-07 07:00:00,Jagakarsa,
2025-08-07 07:00:00,Jatinegara,
2025-08-07 07:00:00,Kelapa Gading Indah,
2025-08-07 08:00:00,Slipi,
2025-08-07 08:00:00,Menteng,
2025-08-07 08:00:00,Jagakarsa,
2025-08-07 08:00:00,Jatinegara,
2025-08-07 08:00:00,Kelapa Gading Indah,
2025-08-07 09:00:00,Slipi,
2025-08-07 09:00:00,Menteng,
2025-08-07 09:00:00,Jagakarsa,
2025-08-07 09:00:00,Jatinegara,
2025-08-07 09:00:00,Kelapa Gading Indah,
2025-08-07 10:00:00,Slipi,
2025-08-07 10:00:00,Menteng,
2025-08-07 10:00:00,Jagakarsa,
2025-08-07 10:00:00,Jatinegara,
2025-08-07 10:00:00,Kelapa Gading Indah,
2025-08-07 11:00:00,Slipi,
2025-08-07 11:00:00,Menteng,
2025-08-07 11:00:00,Jagakarsa,
2025-08-07 11:00:00,Jatinegara,
2025-08-07 11:00:00,Kelapa Gading Indah,
2025-08-07 12:00:00,Slipi,
2025-08-07 12:00:00,Menteng,
2025-08-07 12:00:00,Jagakarsa,
2025-08-07 12:00:00,Jatinegara,
2025-08-07 12:00:00,Kelapa Gading Indah,
2025-08-07 13:00:00,Slipi,
2025-08-07 13:00:00,Menteng,
2025-08-07 13:00:00,Jagakarsa,
2025-08-07 13:00:00,Jatinegara,
2025-08-07 13:00:00,Kelapa Gading Indah,
2025-08-07 14:00:00,Slipi,
2025-08-07 14:00:00,Menteng,
2025-08-07 14:00:00,Jagakarsa,
2025-08-07 14:00:00,Jatinegara,
2025-08-07 14:00:00,Kelapa Gading Indah,
2025-08-07 15:00:00,Slipi,
2025-08-07 15:00:00,Menteng,
2025-08-07 15:00:00,Jagakarsa,
2025-08-07 15:00:00,Jatinegara,
2025-08-07 15:00:00,Kelapa Gading Indah,
2025-08-07 16:00:00,Slipi,
2025-08-07 16:00:00,Menteng,
2025-08-07 16:00:00,Jagakarsa,
2025-08-07 16:00:00,Jatinegara,
2025-08-07 16:00:00,Kelapa Gading Indah,
2025-08-08 07:00:00,Slipi,
2025-08-08 07:00:00,Menteng,
2025-08-08 07:00:00,Jagakarsa,
2025-08-08 07:00:00,Jatinegara,
2025-08-08 07:00:00,Kelapa Gading Indah,
2025-08-08 08:00:00,Slipi,
2025-08-08 08:00:00,Menteng,
2025-08-08 08:00:00,Jagakarsa,
2025-08-08 08:00:00,Jatinegara,
2025-08-08 08:00:00,Kelapa Gading Indah,
2025-08-08 09:00:00,Slipi,
2025-08-08 09:00:00,Menteng,
2025-08-08 09:00:00,Jagakarsa,
2025-08-08 09:00:00,Jatinegara,
2025-08-08 09:00:00,Kelapa Gading Indah,
2025-08-08 10:00:00,Slipi,
2025-08-08 10:00:00,Menteng,
2025-08-08 10:00:00,Jagakarsa,
2025-08-08 10:00:00,Jatinegara,
2025-08-08 10:00:00,Kelapa Gading Indah,
2025-08-08 11:00:00,Slipi,
2025-08-08 11:00:00,Menteng,
2025-08-08 11:00:00,Jagakarsa,
2025-08-08 11:00:00,Jatinegara,
2025-08-08 11:00:00,Kelapa Gading Indah,
2025-08-08 12:00:00,Slipi,
2025-08-08 12:00:00,Menteng,
2025-08-08 12:00:00,Jagakarsa,
2025-08-08 12:00:00,Jatinegara,
2025-08-08 12:00:00,Kelapa Gading Indah,
2025-08-08 13:00:00,Slipi,
2025-08-08 13:00:00,Menteng,
2025-08-08 13:00:00,Jagakarsa,
2025-08-08 13:00:00,Jatinegara,
2025-08-08 13:00:00,Kelapa Gading Indah,
2025-08-08 14:00:00,Slipi,
2025-08-08 14:00:00,Menteng,
2025-08-08 14:00:00,Jagakarsa,
2025-08-08 14:00:00,Jatinegara,
2025-08-08 14:00:00,Kelapa Gading Indah,
2025-08-08 15:00:00,Slipi,
2025-08-08 15:00:00,Menteng,
2025-08-08 15:00:00,Jagakarsa,
2025-08-08 15:00:00,Jatinegara,
2025-08-08 15:00:00,Kelapa Gading Indah,
2025-08-08 16:00:00,Slipi,
2025-08-08 16:00:00,Menteng,
2025-08-08 16:00:00,Jagakarsa,
2025-08-08 16:00:00,Jatinegara,
2025-08-08 16:00:00,Kelapa Gading Indah,
2025-08-09 07:00:00,Slipi,
2025-08-09 07:00:00,Menteng,
2025-08-09 07:00:00,Jagakarsa,
2025-08-09 07:00:00,Jatinegara,
2025-08-09 07:00:00,Kelapa Gading Indah,
2025-08-09 08:00:00,Slipi,
2025-08-09 08:00:00,Menteng,
2025-08-09 08:00:00,Jagakarsa,
2025-08-09 08:00:00,Jatinegara,
2025-08-09 08:00:00,Kelapa Gading Indah,
2025-08-09 09:00:00,Slipi,
2025-08-09 09:00:00,Menteng,
2025-08-09 09:00:00,Jagakarsa,
2025-08-09 09:00:00,Jatinegara,
2025-08-09 09:00:00,Kelapa Gading Indah,
2025-08-09 10:00:00,Slipi,
2025-08-09 10:00:00,Menteng,
2025-08-09 10:00:00,Jagakarsa,
2025-08-09 10:00:00,Jatinegara,
2025-08-09 10:00:00,Kelapa Gading Indah,
2025-08-09 11:00:00,Slipi,
2025-08-09 11:00:00,Menteng,
2025-08-09 11:00:00,Jagakarsa,
2025-08-09 11:00:00,Jatinegara,
2025-08-09 11:00:00,Kelapa Gading Indah,
2025-08-09 12:00:00,Slipi,
2025-08-09 12:00:00,Menteng,
2025-08-09 12:00:00,Jagakarsa,
2025-08-09 12:00:00,Jatinegara,
2025-08-09 12:00:00,Kelapa Gading Indah,
2025-08-09 13:00:00,Slipi,
2025-08-09 13:00:00,Menteng,
2025-08-09 13:00:00,Jagakarsa,
2025-08-09 13:00:00,Jatinegara,
2025-08-09 13:00:00,Kelapa Gading Indah,
2025-08-09 14:00:00,Slipi,
2025-08-09 14:00:00,Menteng,
2025-08-09 14:00:00,Jagakarsa,
2025-08-09 14:00:00,Jatinegara,
2025-08-09 14:00:00,Kelapa Gading Indah,
2025-08-09 15:00:00,Slipi,
2025-08-09 15:00:00,Menteng,
2025-08-09 15:00:00,Jagakarsa,
2025-08-09 15:00:00,Jatinegara,
2025-08-09 15:00:00,Kelapa Gading Indah,
2025-08-09 16:00:00,Slipi,
2025-08-09 16:00:00,Menteng,
2025-08-09 16:00:00,Jagakarsa,
2025-08-09 16:00:00,Jatinegara,
2025-08-09 16:00:00,Kelapa Gading Indah,
2025-08-10 07:00:00,Slipi,
2025-08-10 07:00:00,Menteng,
2025-08-10 07:00:00,Jagakarsa,
2025-08-10 07:00:00,Jatinegara,
2025-08-10 07:00:00,Kelapa Gading Indah,
2025-08-10 08:00:00,Slipi,
2025-08-10 08:00:00,Menteng,
2025-08-10 08:00:00,Jagakarsa,
2025-08-10 08:00:00,Jatinegara,
2025-08-10 08:00:00,Kelapa Gading Indah,
2025-08-10 09:00:00,Slipi,
2025-08-10 09:00:00,Menteng,
2025-08-10 09:00:00,Jagakarsa,
2025-08-10 09:00:00,Jatinegara,
2025-08-10 09:00:00,Kelapa Gading Indah,
2025-08-10 10:00:00,Slipi,
2025-08-10 10:00:00,Menteng,
2025-08-10 10:00:00,Jagakarsa,
2025-08-10 10:00:00,Jatinegara,
2025-08-10 10:00:00,Kelapa Gading Indah,
2025-08-10 11:00:00,Slipi,
2025-08-10 11:00:00,Menteng,
2025-08-10 11:00:00,Jagakarsa,
2025-08-10 11:00:00,Jatinegara,
2025-08-10 11:00:00,Kelapa Gading Indah,
2025-08-10 12:00:00,Slipi,
2025-08-10 12:00:00,Menteng,
2025-08-10 12:00:00,Jagakarsa,
2025-08-10 12:00:00,Jatinegara,
2025-08-10 12:00:00,Kelapa Gading Indah,
2025-08-10 13:00:00,Slipi,
2025-08-10 13:00:00,Menteng,
2025-08-10 13:00:00,Jagakarsa,
2025-08-10 13:00:00,Jatinegara,
2025-08-10 13:00:00,Kelapa Gading Indah,
2025-08-10 14:00:00,Slipi,
2025-08-10 14:00:00,Menteng,
2025-08-10 14:00:00,Jagakarsa,
2025-08-10 14:00:00,Jatinegara,
2025-08-10 14:00:00,Kelapa Gading Indah,
2025-08-10 15:00:00,Slipi,
2025-08-10 15:00:00,Menteng,
2025-08-10 15:00:00,Jagakarsa,
2025-08-10 15:00:00,Jatinegara,
2025-08-10 15:00:00,Kelapa Gading Indah,
2025-08-10 16:00:00,Slipi,
2025-08-10 16:00:00,Menteng,
2025-08-10 16:00:00,Jagakarsa,
2025-08-10 16:00:00,Jatinegara,
2025-08-10 16:00:00,Kelapa Gading Indah,
2025-08-11 07:00:00,Slipi,
2025-08-11 07:00:00,Menteng,
2025-08-11 07:00:00,Jagakarsa,
2025-08-11 07:00:00,Jatinegara,
2025-08-11 07:00:00,Kelapa Gading Indah,
2025-08-11 08:00:00,Slipi,
2025-08-11 08:00:00,Menteng,
2025-08-11 08:00:00,Jagakarsa,
2025-08-11 08:00:00,Jatinegara,
2025-08-11 08:00:00,Kelapa Gading Indah,
2025-08-11 09:00:00,Slipi,
2025-08-11 09:00:00,Menteng,
2025-08-11 09:00:00,Jagakarsa,
2025-08-11 09:00:00,Jatinegara,
2025-08-11 09:00:00,Kelapa Gading Indah,
2025-08-11 10:00:00,Slipi,
2025-08-11 10:00:00,Menteng,
2025-08-11 10:00:00,Jagakarsa,
2025-08-11 10:00:00,Jatinegara,
2025-08-11 10:00:00,Kelapa Gading Indah,
2025-08-11 11:00:00,Slipi,
2025-08-11 11:00:00,Menteng,
2025-08-11 11:00:00,Jagakarsa,
2025-08-11 11:00:00,Jatinegara,
2025-08-11 11:00:00,Kelapa Gading Indah,
2025-08-11 12:00:00,Slipi,
2025-08-11 12:00:00,Menteng,
2025-08-11 12:00:00,Jagakarsa,
2025-08-11 12:00:00,Jatinegara,
2025-08-11 12:00:00,Kelapa Gading Indah,
2025-08-11 13:00:00,Slipi,
2025-08-11 13:00:00,Menteng,
2025-08-11 13:00:00,Jagakarsa,
2025-08-11 13:00:00,Jatinegara,
2025-08-11 13:00:00,Kelapa Gading Indah,
2025-08-11 14:00:00,Slipi,
2025-08-11 14:00:00,Menteng,
2025-08-11 14:00:00,Jagakarsa,
2025-08-11 14:00:00,Jatinegara,
2025-08-11 14:00:00,Kelapa Gading Indah,
2025-08-11 15:00:00,Slipi,
2025-08-11 15:00:00,Menteng,
2025-08-11 15:00:00,Jagakarsa,
2025-08-11 15:00:00,Jatinegara,
2025-08-11 15:00:00,Kelapa Gading Indah,
2025-08-11 16:00:00,Slipi,
2025-08-11 16:00:00,Menteng,
2025-08-11 16:00:00,Jagakarsa,
2025-08-11 16:00:00,Jatinegara,
2025-08-11 16:00:00,Kelapa Gading Indah,
2025-08-12 07:00:00,Slipi,
2025-08-12 07:00:00,Menteng,
2025-08-12 07:00:00,Jagakarsa,
2025-08-12 07:00:00,Jatinegara,
2025-08-12 07:00:00,Kelapa Gading Indah,
2025-08-12 08:00:00,Slipi,
2025-08-12 08:00:00,Menteng,
2025-08-12 08:00:00,Jagakarsa,
2025-08-12 08:00:00,Jatinegara,
2025-08-12 08:00:00,Kelapa Gading Indah,
2025-08-12 09:00:00,Slipi,
2025-08-12 09:00:00,Menteng,
2025-08-12 09:00:00,Jagakarsa,
2025-08-12 09:00:00,Jatinegara,
2025-08-12 09:00:00,Kelapa Gading Indah,
2025-08-12 10:00:00,Slipi,
2025-08-12 10:00:00,Menteng,
2025-08-12 10:00:00,Jagakarsa,
2025-08-12 10:00:00,Jatinegara,
2025-08-12 10:00:00,Kelapa Gading Indah,
2025-08-12 11:00:00,Slipi,
2025-08-12 11:00:00,Menteng,
2025-08-12 11:00:00,Jagakarsa,
2025-08-12 11:00:00,Jatinegara,
2025-08-12 11:00:00,Kelapa Gading Indah,
2025-08-12 12:00:00,Slipi,
2025-08-12 12:00:00,Menteng,
2025-08-12 12:00:00,Jagakarsa,
2025-08-12 12:00:00,Jatinegara,
2025-08-12 12:00:00,Kelapa Gading Indah,
2025-08-12 13:00:00,Slipi,
2025-08-12 13:00:00,Menteng,
2025-08-12 13:00:00,Jagakarsa,
2025-08-12 13:00:00,Jatinegara,
2025-08-12 13:00:00,Kelapa Gading Indah,
2025-08-12 14:00:00,Slipi,
2025-08-12 14:00:00,Menteng,
2025-08-12 14:00:00,Jagakarsa,
2025-08-12 14:00:00,Jatinegara,
2025-08-12 14:00:00,Kelapa Gading Indah,
2025-08-12 15:00:00,Slipi,
2025-08-12 15:00:00,Menteng,
2025-08-12 15:00:00,Jagakarsa,
2025-08-12 15:00:00,Jatinegara,
2025-08-12 15:00:00,Kelapa Gading Indah,
2025-08-12 16:00:00,Slipi,
2025-08-12 16:00:00,Menteng,
2025-08-12 16:00:00,Jagakarsa,
2025-08-12 16:00:00,Jatinegara,
2025-08-12 16:00:00,Kelapa Gading Indah,
2025-08-13 07:00:00,Slipi,
2025-08-13 07:00:00,Menteng,
2025-08-13 07:00:00,Jagakarsa,
2025-08-13 07:00:00,Jatinegara,
2025-08-13 07:00:00,Kelapa Gading Indah,
2025-08-13 08:00:00,Slipi,
2025-08-13 08:00:00,Menteng,
2025-08-13 08:00:00,Jagakarsa,
2025-08-13 08:00:00,Jatinegara,
2025-08-13 08:00:00,Kelapa Gading Indah,
2025-08-13 09:00:00,Slipi,
2025-08-13 09:00:00,Menteng,
2025-08-13 09:00:00,Jagakarsa,
2025-08-13 09:00:00,Jatinegara,
2025-08-13 09:00:00,Kelapa Gading Indah,
2025-08-13 10:00:00,Slipi,
2025-08-13 10:00:00,Menteng,
2025-08-13 10:00:00,Jagakarsa,
2025-08-13 10:00:00,Jatinegara,
2025-08-13 10:00:00,Kelapa Gading Indah,
2025-08-13 11:00:00,Slipi,
2025-08-13 11:00:00,Menteng,
2025-08-13 11:00:00,Jagakarsa,
2025-08-13 11:00:00,Jatinegara,
